name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,phone,industry,companySize,headquarters,founded,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,specialties,error,isClaimable
Reno Systems,https://media.licdn.com/dms/image/C560BAQGg70gDSpKcbg/company-logo_200_200/0/1532958004431?e=1691625600&v=beta&t=B2RcdG37bGDEvwLagLeKqKaLSm3ra4jGsu6ghQgj3Fw,https://media.licdn.com/dms/image/C561BAQFF7dK5bnY_fg/company-background_10000/0/1621507362658?e=1683860400&v=beta&t=RhPCOndPMf7zgEu8_fIkT8FxvCvWsOyrgfWvRCW-mAY,Renovating Web Experience,Renovating Web Experience,2127,http://reno.systems,reno.systems,Cairo,"12 D , Sherief Salama Rd., 301, Cairo, Maadi 11731, EG",0225192533,IT Services and IT Consulting,11-50 employees,"Cairo, Maadi",2017,18744334,18744334,https://www.linkedin.com/sales/company/18744334/,10,Reno Systems,https://www.linkedin.com/company/18744334/,2023-05-05T02:09:09.379Z,https://www.linkedin.com/company/renosystems/,"Web Development, UX Design, Open Source, Front-End Development, and LEMP",,
"Educative, Inc.",https://media.licdn.com/dms/image/C560BAQHRAnQV-eupnA/company-logo_200_200/0/1675887524478?e=1691625600&v=beta&t=o9-ALVj58msEeZNLNiN2D4l16ON0nmFGU63TXbXmn00,https://media.licdn.com/dms/image/D561BAQHwa1kLR-o9iw/company-background_10000/0/1675889948787?e=1683860400&v=beta&t=ebQetlwqL4aDpr_rdXnbn730xfSNnTwf3Ti_5GR8tEw,"Educative provides interactive courses for software developers. We are changing how developers continue their education and stay relevant by providing pre-configured learning environments that adapt to match a developer’s skill level.

For instructors, Educative provides the best authoring platform for creating interactive content with just a few clicks.

Join 1.5 Million developers working at top organizations like Amazon, Netflix, Google, and Stripe. Try Educative’s FREE Trial, which gives you unlimited access to nearly 500 interactive, world-class courses spanning JavaScript and Front-End Development, to System Design and Machine Learning. 

Join our Newsletter here: https://grokkingtechcareer.substack.com.",Educating Developers. Empowering Engineering Leaders. The ultimate active learning platform for software developers.,47464,https://www.educative.io,https://educative.io,Bellevue,"12280 NE District Way, Bellevue, Washington 98005, US",,E-Learning Providers,201-500 employees,"Bellevue, Washington",2015,10874637,"10874637,78737814",https://www.linkedin.com/sales/company/10874637/,747,"Educative, Inc.",https://www.linkedin.com/company/10874637/,2023-05-05T02:09:33.005Z,https://www.linkedin.com/company/educative-inc/,,,
Corporatica,https://media.licdn.com/dms/image/C4E0BAQErJfikqtVfKg/company-logo_200_200/0/1635204265787?e=1691625600&v=beta&t=YAy5h5iBb0fztF5aaXgo9m8EIdI7A90_F_Vadz_V4F0,https://media.licdn.com/dms/image/C561BAQHfVL4UAtBnPQ/company-background_10000/0/1650377928870?e=1683860400&v=beta&t=W4XUAxVK3sJ8KIdY0u6Zz9xz_WJSiiMlQ81CxqJvI0g,"Corporatica is an Artificial Intelligence (AI) R&D company. We develop full-featured AI applications and deploy them to cloud APIs, web apps, mobile apps, and local servers. We also build AI-Driven web Apps powered by rich features and the most advanced cloud technologies.

Many industries are moving towards AI, virtualization, and cloud solutions. This transformation includes all aspects of business such as communication with clients, designing products, and selling to customers. At Corporatica we focus on automating businesses and solving their emerging problems with cutting-edge technologies such as deep learning, virtual applications, and cloud solutions. 
",Artificial Intelligence for Business Automation,3712,http://www.corporatica.com,corporatica.com,Wyoming,"Wyoming,   US",,Software Development,11-50 employees,,2020,80381722,80381722,https://www.linkedin.com/sales/company/80381722/,7,Corporatica,https://www.linkedin.com/company/80381722/,2023-05-05T02:09:57.981Z,https://www.linkedin.com/company/corporatica/,"Artificial Intelligence, Data Science, Data Analysis, Virtual Reality, Augmented Reality, Extended Reality, Cloud Technology, and Software Development",,
YOUXEL Technology,https://media.licdn.com/dms/image/C510BAQFgxcBWPPL7MQ/company-logo_200_200/0/1519879141012?e=1691625600&v=beta&t=wxcAneFqun9PhcZ-_Y38ilmO_jm1yqCCGdt0m4JELKw,https://media.licdn.com/dms/image/C4D1BAQFDfu0ChwB9Ig/company-background_10000/0/1647440345700?e=1683860400&v=beta&t=izyEdPvwedaSygKFKSEywPDFX75y_-ocPotxAJ6qTqk,"Welcome To YOUXEL Mobility World!

YOUXEL.. a dynamic, fast-moving company focusing on the Mobility Industry and the Internet of Things. We have helped most of the huge enterprises with big entities in the middle east to have top-of-the-line mobility strategies and execute them. Part of executing our clients' mobility strategies is to make sure that all mobility platforms are up to high-quality standards; HPE, Microsoft, IBM, SAP, Micro Focus, and Kony are our multinational purchasers, and more to come in the near future. YOUXEL has boosted all products with the most exceptional and splendid technology available today, check the products section to know more about us.",Welcome To YOUXEL Mobility World,10892,http://www.youxel.com,youxel.com,Berlin,"4th Floor, Friedrichstrasse 88, 10117, Berlin, DE",,Information Technology & Services,51-200 employees,,2011,2338276,2338276,https://www.linkedin.com/sales/company/2338276/,152,YOUXEL Technology,https://www.linkedin.com/company/2338276/,2023-05-05T02:10:22.720Z,https://www.linkedin.com/company/youxel/,"Mobile Application, Web Application, IOT, Cloud Solutions, Enterprise Mobility Solutions, Quality Assurance Centre, and Information Technology",,
Coformatique,https://media.licdn.com/dms/image/C560BAQFiIh9Q4ja0jA/company-logo_200_200/0/1519911220713?e=1691625600&v=beta&t=-zGZJuFMggFMVRrHMCCv9QP0-nA2IE2FygDw9zx6_ug,https://media.licdn.com/dms/image/C4E1BAQH2qPZOR4Ao6A/company-background_10000/0/1584891849319?e=1683860400&v=beta&t=vnXt6xxLHkoroB2F0e9QJCLIO6G6R29Wpy7HiF-3bNM,"We are a team of 25 based in Cairo and working internationally. We do apps and responsive webapps; we architect them, secure them, develop them, test them, and deliver them! We can advise you on how to create your own apps or help you to develop and publish them, one version at a time.",Responsible Technology,3458,http://www.coformatique.com,coformatique.com,Heliopolis,"25 Obour Buildings, Salah Salem, Floor #2, Heliopolis, Cairo 14411, EG",,Software Development,11-50 employees,"Heliopolis, Cairo",2009,1862288,1862288,https://www.linkedin.com/sales/company/1862288/,33,Coformatique,https://www.linkedin.com/company/1862288/,2023-05-05T02:10:47.710Z,https://www.linkedin.com/company/coformatique/,Hasura and Apollo,,
Authority Partners,https://media.licdn.com/dms/image/C4D0BAQHHq-7a060c_Q/company-logo_200_200/0/1618285885657?e=1691625600&v=beta&t=0GWoiOaw00PrPjv0pYzq6hnDw9iJTHH6hPKJYqNYIMI,https://media.licdn.com/dms/image/C4D1BAQFjSur5d6TAvw/company-background_10000/0/1631034545833?e=1683860400&v=beta&t=x6pYd_S_aN_CZrUgk3pqiHBjGRBbkYcpWlBpsbzGWXQ,"AP is a premier IT solutions provider. We employ 500+ people worldwide and we are #CreatingExcellence since 1998. We have the knowledge and experience to deliver innovative technology to help you achieve your business objectives. Our international footprint lets us work at competitive costs without compromising quality or delivery time, and our customer-focused culture makes it easy for us to team seamlessly with your internal Information Systems team.

We are adept at understanding the strategic goals of an enterprise and fashioning custom software solutions to help achieve them. Our global footprint gives us the ability to handpick the best talent the world has to offer: people with integrity and dedication, who value teamwork and innovation, and who have the skills to help ensure client success. Our programmers and engineers are highly experienced in:

Enterprise-level Custom Software Development and Integration on Microsoft technology stack, including custom SOA, Workflow Services, Rule Engines, BI, SharePoint, App Fabric, and Azure cloud. Connecting your business applications to social media platforms such as Facebook, LinkedIn, Twitter, and Google. Device and Smart TV application development on Apple iOS, Microsoft Windows 8/Metro, Google Android, and Samsung Smart TV. Creative Web application user interfaces with jQuery, CSS, Javascript, HTML5, and MVC.NET.",AP is the premier IT solutions provider. We employ 500+ people worldwide and we are #CreatingExcellence since 1998,14728,http://www.authoritypartners.com/,authoritypartners.com,Irvine,"200 Spectrum Center Dr, Irvine, 92618, US",+1 714-706-3600,Information Technology & Services,"501-1,000 employees","Irvine, California",1998,2831404,2831404,https://www.linkedin.com/sales/company/2831404/,399,Authority Partners,https://www.linkedin.com/company/2831404/,2023-05-05T02:11:11.841Z,https://www.linkedin.com/company/authoritypartners/,"Software Development, IT Staffing, Application Security Review, Quality Assurance, Outsourcing, Mobile, and Cloud",,
Link Development,https://media.licdn.com/dms/image/C560BAQHrj04aolnMjA/company-logo_200_200/0/1585857761831?e=1691625600&v=beta&t=TmBCeXLgWw2kNQY0r3BtM22JlaazsNtADmZx_jGc_ac,https://media.licdn.com/dms/image/D4D1BAQEwki9knGsn3A/company-background_10000/0/1656493942500?e=1683860400&v=beta&t=1xUEyCB0kbWb3g-10YKcGfhtjwLV-jp2XqkZFDyg4Ps,"Link Development is a global technology solutions provider leading the digitalization of private and public sectors. We drive the business transformation of our customers by delivering integrated, inventive and digitally productive experiences that blend cloud, analytics, mobility, smart services, Dynamics 365 - CRM/ERP, infrastructure, IOT, augmented reality and others. 

To help our customer take the digital leap, we provide digital strategy and roadmaps; build immersive, exciting customer experiences; create business transformation platforms and deliver sustainable business optimization solutions. 

Along the customer’s business journey; we consult, develop, customize, implement, integrate, R&D, host, support and outsource (onshore/offshore), high-quality solutions that induce a young, new productive spirit for customers and their stakeholders.

We grow thanks to our leadership and teams of crafty minds who envision business, navigate the digital world and create an open link to the digital of today and tomorrow. We progress with the ability of every certified expert to uptake challenging missions, think as one unit, and deliver straightforward solutions that inspire. 

 We are also spearheading regional competition as a multi-award winner with our +20 years of expertize, +500 professionals and thousands of successful engagements across different industries with focus on Governments, Telecom, Healthcare, Finance, Real-State and Education. 

We are partners with leading software solutions providers around the globe to provide our customers with an even more comprehensive portfolio of offerings. Our exciting partners list include: Microsoft, AWS, Liferay, Sitecore, K2, Redhat AvePoint, esri, IBM, Nintex, verba, Aquia, Sitecore, Unite4, IdeaScale, RealDolmen, ODC, Sonus, proMX, Veeam and Dell.

Founded in 1996, we operate in +24 countries through offices in Egypt (HQ), UAE, KSA and Italy. Link Development is an A15 company. 
",The Productive Digital,64664,https://linkdevelopment.com/,https://linkdevelopment.com,Cairo,"13, Street 23, Cairo, 11431, EG",,Software Development,"501-1,000 employees",,1996,145787,145787,https://www.linkedin.com/sales/company/145787/,906,Link Development,https://www.linkedin.com/company/145787/,2023-05-05T02:11:38.058Z,https://www.linkedin.com/company/link-development/,"Portal Development solution, Customer Relationship Management (CRM), Mobile Apps, Unified Communication Solutions, Infrastructure Services, Technology Consultancy, Software As A Service, Digital Services, eServices, IoT, Outsourcing, Offshoring, Dynamics 365, Migration, Analytics, Census, Real-Estate Solutions, Retail Solutions, Digital Transformation, Digital Justice, Legal Case Management, Low Code, and Power Apps Platfrom",,
ArpuPlus - ARPU Telecommunications Services,https://media.licdn.com/dms/image/C4D0BAQEWf0J3D0Fvdw/company-logo_200_200/0/1635678338964?e=1691625600&v=beta&t=Utik3TvkOattxf_lECKn412ys3VTa3TyvAfDIm5PRBY,https://media.licdn.com/dms/image/D4D1BAQH3CZUDYUGzlg/company-background_10000/0/1674991872747?e=1683860400&v=beta&t=WsHlaWMZ45Vg0XkJzAJkDyxDZkOwKPAVW8WcjKXeQYQ,"ArpuPlus is a leading venture builder & one of the top digital Entertainment and Communication Services providers inside & outside the MENA region. ARPUPLUS is an A15 subsidiary founded in 2003, operating with more than 200 talented employees serving in 15 offices and 3 R&D centers to cater to the need of 40+ MNOs reaching more than 75% of MENA mobile subscribers.

ArpuPlus is leading to change the lives of people in the MENA region through technologies that facilitate every aspect of their lives from bringing them news to availing easier ways to order food, pay, book tickets, interact with their governments, receive communication about their brands. ArpuPlus is connecting the region to the new tech-savvy 21st-century lifestyle.

For more: 
http://www.arpuplus.com
http://www.facebook.com/ArpuPlus
https://www.instagram.com/arpuplus/",A leading venture builder & digital entertainment and communication services provider inside & outside the MENA region.,20886,http://www.arpuplus.com,arpuplus.com,Giza,"160, 26th of July Street, Sphinx Square, Agouza, Giza,   EG",02 33458301,Telecommunications,51-200 employees,,2003,139006,139006,https://www.linkedin.com/sales/company/139006/,184,ArpuPlus - ARPU Telecommunications Services,https://www.linkedin.com/company/139006/,2023-05-05T02:12:09.501Z,https://www.linkedin.com/company/arpuplusofficial/,"Content Management and Aggregation, Connectivity, Mobile Marketing/Advertising, and Mobile Payments",,
INDOTS,https://media.licdn.com/dms/image/C560BAQEEoHX33y5dMQ/company-logo_200_200/0/1519301168036?e=1691625600&v=beta&t=DJAIxLikiE7fbLQ-QZlaSWXc3dDuMq131TCdFyMz0Rc,,"INDOTS, is a tech startup, working in the field of Internet of Things, offering easy and reliable monitoring solutions.",,21,http://indots.net,indots.net,Cairo,"Heliopois, Cairo, Cairo 11757, EG",,Computers and Electronics Manufacturing,2-10 employees,"Cairo, Cairo",,18497335,,https://www.linkedin.com/sales/company/18497335/,,INDOTS,https://www.linkedin.com/company/18497335/,2023-05-05T02:12:33.692Z,https://www.linkedin.com/company/indotsofficial/,,,
ITWorx,https://media.licdn.com/dms/image/C4D0BAQFMzTjTVEOMUQ/company-logo_200_200/0/1572625502472?e=1691625600&v=beta&t=eRBp_NyrjcQ6KDVLd7yY2OyIkrBnrA0rQbSbX21nfY4,https://media.licdn.com/dms/image/C561BAQHo9ca54k8vLg/company-background_10000/0/1580045487337?e=1683860400&v=beta&t=mxcEnayJZECT_1jNkhkgKv0PWp4DR_MrZVWtPKgrZ6U,"""Building solutions that make people happy"" 
We are dedicated to creating people-first solutions that make the world a better place for everyone

Established in 1994 as a full-service global technology provider, ITWorx partners with the world’s leading organizations throughout their digital transformation journeys providing expertise across an integrated portfolio of services that includes customer experience, employee experience, data analytics, business process automation, DevOps, advanced infrastructure services, and cloud capabilities.

Our culture is rooted in our core values of happiness, agility, people, profit, passion, and integrity. Our employees and their well-being are always at the heart of our operations, and we believe that creating respectful and inclusive workplaces founded on these values is what guides our mission to build technologies that make people happier.

Our 25+ years proven track record of achievements in building award-winning solutions for government and enterprise organizations leverages our vast talent pool, diverse partnerships, and global delivery capabilities through strategically located representative offices and development centers in Egypt, United States, Switzerland, and United Arab Emirates. Our experts are always proud to build solutions that make countless customers, employees, students, citizens, and stakeholders happier.",Building solutions that make people happy.,129959,http://www.itworx.com,itworx.com,Cairo,"Nasr City, Free Zone, Area 7B, Block J, Cairo, EG",,Software Development,"501-1,000 employees","Cairo, Cairo",1994,10046,10046,https://www.linkedin.com/sales/company/10046/,912,ITWorx,https://www.linkedin.com/company/10046/,2023-05-05T02:12:59.253Z,https://www.linkedin.com/company/itworx/,"Portals, Business Intelligence, Enterprise Application Integration, Application Development Outsourcing, Customer Relationship Management, Performance Management, and Digital Transformation",,
,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/737828/,2023-05-05T02:13:30.830Z,,,Unavailable company,
EGPC,https://media.licdn.com/dms/image/C560BAQERaJmnlU_4XQ/company-logo_200_200/0/1519862085446?e=1691625600&v=beta&t=enIeqXCE79wRHdq2ogytqpPjsh5asig9HZndXiFWlQo,https://media.licdn.com/dms/image/C561BAQH8mF2c6ySZhg/company-background_10000/0/1519799355648?e=1683860400&v=beta&t=viWWVmcdbENsUsAOivfCrRvjk-5QedcWWHSTT9dYUXU,"Egyptian General Petroleum Corporation- EGPC (الهيئة المصرية العامة للبترول) is a holding company which was established in 1956. At the foundation stage it was named General Petroleum Authority. It was renamed as Egyptian General Petroleum Corporation in 1962. EGPC owns 70% of shares in the Egyptian Natural Gas Company, as well as a 75% stake in the petroleum-industry support airline Petroleum Air Services (the remaining 25% being held by the British firm Bristow Group).
EGPC also has interests in refining, exploration, production, drilling, transportation and storage of crude oil; production of lubricants and greases; provides man power supply; helicopter transportation services; engineering, procurement and construction for oil and gas projects; provides repair and maintenance services for machinery and equipment.",Egyptian General Petroleum Corporation,22937,http://www.egpc.com.eg,egpc.com.eg,New Maadi,"Palestine Street 270, 4th Sector, New Maadi, Cairo 11742, EG",,Oil and Gas,"1,001-5,000 employees","New Maadi, Cairo",1956,16242312,16242312,https://www.linkedin.com/sales/company/16242312/,614,EGPC,https://www.linkedin.com/company/16242312/,2023-05-05T02:13:54.945Z,https://www.linkedin.com/company/egyptian-general-petroleum-corporation--egpc/,"Exploration and Production, Oil Refining, Oil Products Processing / Manufacturing, Crude Petroleum Pipelines, Transportation and Storage, and Construction and Design",,
"EGYCET ""الشركة المصرية للتدريب الهندسى""​",https://media.licdn.com/dms/image/C560BAQF9lEzpeBAU0A/company-logo_200_200/0/1519891296038?e=1691625600&v=beta&t=N7rToT92T8u3ui9wqRKfa6sy4ukPNxfDudHJj6gHVik,https://media.licdn.com/dms/image/C561BAQHPydeoO-xJdQ/company-background_10000/0/1631368630507?e=1683860400&v=beta&t=Kz4t_2JyobfqKs514RkeBUTfABSh2ceLk8TGgVgBWkc,"EGY CET Egyptian Company for Engineering Training was established after the experience in the field of training for many years.
Our goal is to raise the level of engineers and engineering students and vocational training courses and programs to engineering students in the fields of Communications, Electronics, Power, Medical Engineering, Mechatronics, Civil, and Mechanical Engineering to improve students skills in order to meet the domestic and international job market requirements.
Our Vision is to spread knowledge and technology through participation in various projects for the training of young people on the labor market in addition to our participation in the construction of projects of networks and information systems for companies, institutions and colleges and universities specialized and non-profit organizations.",Our goal is to raise the level of engineers and engineering students and vocational training courses and programs,1865,http://www.egycet.org,egycet.org,Alexandria,"32 ahmed orabi street, Alexandria,  35617, EG",002201023467546,Education Administration Programs,51-200 employees,,2012,17935785,17935785,https://www.linkedin.com/sales/company/17935785/,58,"EGYCET ""الشركة المصرية للتدريب الهندسى""​",https://www.linkedin.com/company/17935785/,2023-05-05T02:14:19.223Z,https://www.linkedin.com/company/egycetforengineeringtraining/,,,
"GASCO, National Gas & Industrialization Company",https://media.licdn.com/dms/image/C4E0BAQFhIq0X5VQscA/company-logo_200_200/0/1632736390371?e=1691625600&v=beta&t=I2xBrc_QG5OC7qzhbAe6TrYO2SZW_PfhyJb5F6wRPA8,https://media.licdn.com/dms/image/D4D1BAQGOqdAUkdRGnw/company-background_10000/0/1677492807269?e=1683860400&v=beta&t=0RTP53-q-e6-6vFl60IHYuTfX0MVAIkQREjoEC0ciEg,"The main activity of the company is transportation, filling and marketing LPG, which consists of both butane and propane gases or butane or propane separately. The company activity also include marketing cylinders, related spare parts and The activity also includes all uses of gases e.g. residential, industrial, agricultural, or commercial purposes.",,85032,http://www.gasco.com.sa,gasco.com.sa,RIYADH,"Head office, Riyadh, OLAYA, Prince Abdulaziz Bin MUSAID BIN GALAWI Street, North of King FAHAD Medical City, Building 331, POBox 564 - Riyadh - 11421, RIYADH, RIYADH 11421, SA",,Oil and Gas,"1,001-5,000 employees","RIYADH, RIYADH",,1224763,1224763,https://www.linkedin.com/sales/company/1224763/,564,"GASCO, National Gas & Industrialization Company",https://www.linkedin.com/company/1224763/,2023-05-05T02:14:45.500Z,https://www.linkedin.com/company/gasco-national-gas-&-industrialization-company/,,,
EZZSTEEL,https://media.licdn.com/dms/image/C560BAQF-JLXQ1G-E_Q/company-logo_200_200/0/1519912369017?e=1691625600&v=beta&t=kctEF1C354PCnUkvAD93tz3U_BTg4yqx0eacmqJr2WQ,,"AL EZZ Steel Rebars (ezzsteel) is the leading steel producer in the Middle East, with a growing presence in markets around the world. The company's combination of high-quality products and unrivalled customer service has strengthened its reputation as a trusted supplier to customers from the USA and Canada to Europe and China.",,25106,http://www.ezzsteel.com,ezzsteel.com,Cairo,"10 Shehab Street Mohandessin, Cairo, Cairo 12411, EG",,Mining,"5,001-10,000 employees","Cairo, Cairo",,1026863,1026863,https://www.linkedin.com/sales/company/1026863/,1060,EZZSTEEL,https://www.linkedin.com/company/1026863/,2023-05-05T02:15:10.541Z,https://www.linkedin.com/company/ezzsteel/,Steel Making,,
Si-Vision,https://media.licdn.com/dms/image/C4E0BAQG-ipLZWtj-dg/company-logo_200_200/0/1519907117130?e=1691625600&v=beta&t=Hao8jhiJv4omHa-dpXZhepJsCSAdI3js44okeod9dx8,https://media.licdn.com/dms/image/C4E1BAQHzdyOXPHECKg/company-background_10000/0/1540205382757?e=1683860400&v=beta&t=RR4gWrg4qHxsnFRUrmqTLi6YDXquAwTOg_3Bt1vmVug,"Si-Vision is a leading IP provider of high-performance, low-power radio frequency intellectual property (RF IP). Our solutions include Bluetooth low energy radio, low power Zigbee radio and other low power wireless radios. Our products deliver what we believe is an industry-leading combination of performance and monolithic integration, and target a broad range of applications serving consumers electronics, HIDs, smart meters, industrial mobile wireless devices, and generally wireless markets.

Si-Vision has been in business since 2007, with more than 350 years of collective experience and serving Tier-1 customers all over the globe. Si-Vision team has broad experience in RF Circuits and Systems, Digital and Back-end Designs.

We also collaborate with world-class technology partners including SMIC, HHGrace, Mindtree Ltd., Mentor Graphics, and XFab. Si-Vision has worldwide representation offices to support customer requests.",,30138,http://www.si-vision.com,si-vision.com,Cairo,"Square 1142, Al Ezaei Salah Zaki St., Sheraton Heliopolis, Cairo, 11361, EG",,Semiconductor Manufacturing,"501-1,000 employees","Cairo, Cairo",2007,209215,209215,https://www.linkedin.com/sales/company/209215/,487,Si-Vision,https://www.linkedin.com/company/209215/,2023-05-05T02:15:37.285Z,https://www.linkedin.com/company/si-vision/,"Analog Mixed Signal & RF IP dvelopment, Si-Vision, IP, Bluetooth Low Energy, Low Power Wireless, Synopsys Inc Partner, Interface IP, Memory Interface, Wireless Protocols, Embedded Software, and High Speed Serial Links",,
intella,https://media.licdn.com/dms/image/D4D0BAQFioT1IKZQccg/company-logo_200_200/0/1682518448878?e=1691625600&v=beta&t=5v6pteWTvPeiDFAv53q0T-jZ83v8BN0ZHhVejUfh6rs,https://media.licdn.com/dms/image/D4D1BAQEuL2FlxGsACw/company-background_10000/0/1666186497383?e=1683860400&v=beta&t=A7qNepJCYE3eL5uqdAQcZSt3gtfkx9SeTNFOm3nFT3o,"At Intella, we understand that sharp decision making requires fast and accurate data. We empower our clients to make bolder moves by delivering real time insights to cater for today’s on-demand economy.

When we talk about data intelligence we talk about data in multiple forms including real-time time market research, multi dialect Arabic voice transcription and chat bots.",MENA’s 1st real time intelligence provider,8475,www.intella-voice.com,intella-voice.com,cairo,"10 abi imama street, doqqi, 1, cairo, cairo 01821, EG",,Software Development,11-50 employees,"cairo, cairo",2021,71224332,71224332,https://www.linkedin.com/sales/company/71224332/,26,intella,https://www.linkedin.com/company/71224332/,2023-05-05T02:16:03.126Z,https://www.linkedin.com/company/intellaworld/,,,
LearnCity,https://media.licdn.com/dms/image/C4E0BAQHiIq1uV54Uwg/company-logo_200_200/0/1631783124583?e=1691625600&v=beta&t=yYy_XEP7CUgGr4mMFLUHBg0Ir3axN1S9dhP1Ir0WDxc,https://media.licdn.com/dms/image/D4D1BAQEpimGXiDrDyg/company-background_10000/0/1659951310930?e=1683860400&v=beta&t=xNuA1zj1OAE4N1a730lmXw_dY1MBslpY1qtU6A2aywo,"Smartella is an all-in-one solution for your online academy. By combining a Learning Management System, a Virtual Classroom and eCommerce platform, Smartella enables you to Reach, Teach and Sell to your learners all from the same platform. Book a demo today to find out more.",LearnCity provide bespoke eLearning Content Development and SCORM solutions,270,https://www.learncity.co.uk,https://learncity.co.uk,Birmingham,"Holt Street, Birmingham, England B7 4BB, GB",,IT Services and IT Consulting,11-50 employees,"Birmingham, England",2001,27001451,27001451,https://www.linkedin.com/sales/company/27001451/,4,LearnCity,https://www.linkedin.com/company/27001451/,2023-05-05T02:16:28.279Z,https://www.linkedin.com/company/learncityuk/,,,
IDEMIA,https://media.licdn.com/dms/image/C4D0BAQFmIosLYHpeow/company-logo_200_200/0/1631537182535?e=1691625600&v=beta&t=2Qm0sW8UL3plywQIj3Arwg587Vudq7L9-bwjoSKFkZM,https://media.licdn.com/dms/image/D4E1BAQFYcYJRDdEfsg/company-background_10000/0/1663575990449?e=1683860400&v=beta&t=nUAchJ2k8ds2I6MBWNiC55gUQQ03jodjFvEity28KF4,"As the leader in identity technologies, IDEMIA is on a mission to unlock the world and make it safer. Backed by cutting-edge R&D, IDEMIA provides unique technologies, underpinned by long-standing expertise in biometrics, cryptography, data analytics, systems and smart devices.

IDEMIA offers its public and private customers payment, connectivity, access control, travel, identity and public security solutions. Every day, around the world, IDEMIA secures billions of interactions in the physical and digital worlds.

With nearly 15,000 employees, IDEMIA is trusted by over 600 governmental organizations and more than 2,300 enterprises spread over 180 countries, with an impactful, ethical and socially responsible approach.","Unlock the world, make it safer.",514455,https://www.idemia.com/,https://idemia.com,Courbevoie,"2 place Samuel Champlain, Courbevoie, 92400, FR",,Software Development,"10,001+ employees","Courbevoie, Ile de France",2017,3488,"3488,10215545,113133",https://www.linkedin.com/sales/company/3488/,11711,IDEMIA,https://www.linkedin.com/company/3488/,2023-05-05T02:16:55.589Z,https://www.linkedin.com/company/idemiagroup/,"Identity, Identity Technology, Biometrics, Cryptography, Systems, Analytics, Smart Devices, Payment, Connectivity, Access Control, Travel, and Public Security",,
Integrated Solutions For Ports (ISFP),https://media.licdn.com/dms/image/C4E0BAQFzaBq6R_B-Fg/company-logo_200_200/0/1519903040176?e=1691625600&v=beta&t=R5q0G58Aho8szRVwZCJ5yDib8vDM73bnKpDuorUuMag,,"An Egyptian pioneer software house in the field of Transport Automation, Integration Solutions and Business Process Management, Integrated Solutions for Ports (ISFP) provides the necessary expertise required to develop local and regional ports in the field of Information Technology and Communications.

Our leading enterprise modeling products and solutions enable transport organizations to visualize, understand, analyze, improve, audit and continually enhance complex operating processes and IT infrastructures.

With the objective of setting new performance standards in the Transport business, ISFP operates to create first quality transport automation systems, as well as provide installation, operation, consultation and training services. Established in 2005, our clientelle already includes the three biggest Egyptian ports; Alexandria, Damietta and Adabeya, comprising a total operational capacity of more than 80% of the country's general cargo.",,3041,http://www.isfpegypt.com/,isfpegypt.com,Alexandria,"23H Dr.Yehia El Mashad st, Smouha, Alexandria,  12112, EG",+2034293846,IT Services and IT Consulting,201-500 employees,,2005,548158,548158,https://www.linkedin.com/sales/company/548158/,243,Integrated Solutions For Ports (ISFP),https://www.linkedin.com/company/548158/,2023-05-05T02:17:22.812Z,https://www.linkedin.com/company/integrated-solutions-for-ports-isfp-/,Highly specialized in the Maritime automation business,,
