name,logo,banner,description,tagLine,followerCount,location,companyAddress,industry,companySize,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,website,domain,phone,headquarters,error,isClaimable
Sourcya,https://media.licdn.com/dms/image/C560BAQF4FAYrKZvVSQ/company-logo_200_200/0/1615774753456?e=1691625600&v=beta&t=ew5BRUISQ_lrXV2XfwUV7dOhb0knKCllFWsrFVZJDp0,,"- Technology Researching and Development 
- IT, Software, and project management services Outsourcing",,398,Bromma,"Johannesfredsvägen 11, Bromma, SE",IT Services and IT Consulting,11-50 employees,2015,"Technology, Media Communications, Software Engineering, and E-Health",16164173,16164173,https://www.linkedin.com/sales/company/16164173/,6,Sourcya,https://www.linkedin.com/company/16164173/,2023-05-05T13:11:10.389Z,https://www.linkedin.com/company/sourcya/,http://www.Sourcya.com,Sourcya.com,,"Bromma, Stockholm",,
,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/3581877/,2023-05-05T13:11:36.117Z,,,,,,Unavailable company,
Next Technology Leaders (NTL),https://media.licdn.com/dms/image/C4D0BAQEhpxwL3Gh1ow/company-logo_200_200/0/1555117207096?e=1691625600&v=beta&t=u86_pXNWYdmM02GNaG6C5N22u918WBihCGvk_7-y6Gs,https://media.licdn.com/dms/image/C4D1BAQE9DKzkJ9j8rw/company-background_10000/0/1555117523384?e=1683900000&v=beta&t=MA3rqlv3s9f7SRzwbNzPKS1T7j1T-Wa1heJt9wRDyK4,"About the Initiative
H.E. Mr. President Abdel Fattah ElSisi launched the technology learning initiative “Next Technology Leaders (NTL)” to build the capacity of young calibers on the latest information, communications, and electronics technologies. The Ministry of Communications and Information Technology (MCIT) leads to executing the NTL Initiative through the Technology Innovation and Entrepreneurship Center of the Information Technology Industry Development Agency. Capacity building is to be orchestrated through the establishment of integral, practical, high-quality learning ecosystem, centered on the learner and supported by a distinctive content prepared through the collaborative effort of top universities and leading companies and is made available on globally leading MOOC platforms. The ecosystem is inclusive of a nationwide network of study group mentors that coaches learners and stimulate the learning process. A network of project reviewers also assesses and improve learning outcomes.

Objectives
Building capacity and certifying young calibers on the recent advances in communication and information technologies.
Increasing the competitiveness of local ICT companies by facilitating their training and capacity building plans.
Supporting creation of job and business opportunities for the youth through wage employment, freelancing, or startup establishment.
Forming nationwide mentoring and review networks in leading technologies to act as a platform for fostering innovation and entrepreneurship.
",Learn from anywhere anytime and build your technical skills to pursue top careers.,1342,Giza,"B5, Cairo Alex Desert Rd, Giza, Smart village  EG",E-learning,"10,001+ employees",2015,"IT, CS, and DS",14048416,14048416,https://www.linkedin.com/sales/company/14048416/,3,Next Technology Leaders (NTL),https://www.linkedin.com/company/14048416/,2023-05-05T13:11:58.086Z,https://www.linkedin.com/company/next-technology-leaders/,http://techleaders.eg/,techleaders.eg,,"Giza, Smart village",,
Tempo,https://media.licdn.com/dms/image/C560BAQGyV6qunqzwHQ/company-logo_200_200/0/1569342425162?e=1691625600&v=beta&t=k-u9lY9WQwCmfjWbUbldo4YyJhV9MBvVoyo-dvvJris,https://media.licdn.com/dms/image/C561BAQFluHghkBN0qw/company-background_10000/0/1628295354968?e=1683900000&v=beta&t=5ir99VwmsszMADOOyzksCcaeokqo4JaJkFwsq2EWelM,Be the first to experience Tempo—the game-changing home gym that tracks your motion and improves your form. ,The game-changing home gym that tracks your motion and improves your form. ,15822,San Francisco,"346 9th St, San Francisco, California 94103, US",Wellness and Fitness Services,51-200 employees,2015,"Machine Learning, Hardware, Computer Vision, Augmented Reality, 3D Depth Perception, Stereo Vision, Live Trainers, Group Fitness, Strength Training, and Artificial Intelligence",18373122,18373122,https://www.linkedin.com/sales/company/18373122/,234,Tempo,https://www.linkedin.com/company/18373122/,2023-05-05T13:12:22.688Z,https://www.linkedin.com/company/tempofit/,https://tempo.fit,https://tempo.fit,,"San Francisco, California",,
Techsquadeg,https://media.licdn.com/dms/image/C4E0BAQFGcHeCM30j2w/company-logo_200_200/0/1608480182577?e=1691625600&v=beta&t=EHTY3StK6GK8EXFYMFYUQTQOI5RvKXgGENkITpKcOrk,https://media.licdn.com/dms/image/C4E1BAQHXjM5fPT9rAA/company-background_10000/0/1608841621090?e=1683900000&v=beta&t=sJbQuT5Z9Fe4mCTUVrJ5LqA2feQqcMQ4WPCKKlF8Wys,TechSquad is an Egyptian startup company specializing in software development and digital marketing on the internet.,Make It Work.,1245,El-Sheikh Zayed,"Beverly Hills, 4Mix Mall, 2nd Floor office3, office 3, El-Sheikh Zayed, Giza 12451, EG",Information Technology & Services,2-10 employees,,"Software development, Online marketing, Mobile app development, and Web development",74271584,74271584,https://www.linkedin.com/sales/company/74271584/,4,Techsquadeg,https://www.linkedin.com/company/74271584/,2023-05-05T13:12:46.116Z,https://www.linkedin.com/company/techsquadeg/,https://techsquadeg.com,https://techsquadeg.com,,"El-Sheikh Zayed, Giza",,
"RUSHBRUSH, INC.",https://media.licdn.com/dms/image/C4D0BAQFR91J0CiX8YA/company-logo_200_200/0/1644931284036?e=1691625600&v=beta&t=4LYppK_HZT-ExaTezUpZrL8Krc7lu_J3ptjjKL7KjV0,https://media.licdn.com/dms/image/C561BAQHPrcpKjrTsDQ/company-background_10000/0/1642008756334?e=1683900000&v=beta&t=Lb9SMEZm-QqeJzwnmcXH_qZ5R8cpFB7SgBUW9wnlmWQ,"Provides information about fashion trends, outfits, hairstyles, interior design, outdoors, beauty, dresses and jewelry.","RUSHBRUSH, INC. is a US Company established in 2009, and the owner of the US trademarks Rush Brush® and Hapilin®",3943,Alexandria,"1 Mostafa Kamel St., Alhorya Road,, 9th Floor, Apartment NO. 901., Alexandria, Alexandria 000, EG | Terrace Smouha, El Nakl Wel Handasa St.,, Building D, 2nd Floor, Apartment NO. 203, Alexandria, Alexandria 000, EG",Consumer Electronics,51-200 employees,2016,"Rush Brush, Hapilin, Personal Care products, and E-Commerce",10905300,10905300,https://www.linkedin.com/sales/company/10905300/,112,"RUSHBRUSH, INC.",https://www.linkedin.com/company/10905300/,2023-05-05T13:13:07.645Z,https://www.linkedin.com/company/rushbrushofficial/,https://www.rushbrush.com,https://rushbrush.com,19698,"Alexandria, Alexandria",,
BlackBerry,https://media.licdn.com/dms/image/C560BAQEHnvbvfKCsDg/company-logo_200_200/0/1589567588312?e=1691625600&v=beta&t=GynNZzlZlkHP3T6kLoyzIeK8BO-5LPdaWa7q-GSkznw,https://media.licdn.com/dms/image/D561BAQGK9vd-69qd8A/company-background_10000/0/1666908727034?e=1683900000&v=beta&t=M_S0JQdin7ElHB4mRvPDQvrpPaYp3khNcrqE3WtvvAg,"Securing a Connected Future You Can Trust

BlackBerry helps organizations defend against cyber threats. Founded in 1984 as Research In Motion (RIM), BlackBerry is now a leader in cybersecurity—helping businesses, government agencies, and safety-critical institutions of all sizes secure the Internet of Things (IoT).

BlackBerry® products and services include the Cylance® AI-based endpoint security solutions, BlackBerry® UEM unified endpoint management platform, the BlackBerry® AtHoc® critical event management solution, and BlackBerry® QNX® software for secure embedded systems.",Intelligent Security. Everywhere. ,307368,Waterloo,"295 Phillip Street, Waterloo, Ontario 98008, CA",Software Development,"5,001-10,000 employees",1984,"Software, Internet of Things (IoT), Unified Endpoint Management (UEM), Critical Event Management, Embedded Systems, Cybersecurity, Transportation Asset Tracking, Automotive, Secure Communications, Endpoint Security, and Crisis Communications",2828,"2828,2715706",https://www.linkedin.com/sales/company/2828/,3448,BlackBerry,https://www.linkedin.com/company/2828/,2023-05-05T13:13:29.563Z,https://www.linkedin.com/company/blackberry/,https://www.blackberry.com,https://blackberry.com,,"Waterloo, Ontario",,
Accorpa,https://media.licdn.com/dms/image/C4D0BAQH1epDKYmNpog/company-logo_200_200/0/1519922068739?e=1691625600&v=beta&t=qfnDmZ3Y0pr4Nm2_bNh-MFIPUn8puOioSaSwtrWPDb4,,"We believe in innovation. Not as a creative idea or stroke of genius, but as a process triggered by the intersection of two disciplines - one presenting a problem, and the other a solution. In Italian, the word Accorpa means to amalgamate or unite. Hence, we chose it as the name of our company. We work together to innovate.

Our mission is to create software that maximizes efficiency – doing more with less. We focus on making interaction as simple, quick, and natural as possible whilst enriching output.

Cutting edge technology, carefully planned models, and smart algorithms are packed into elegant interfaces to empower users, leverage data, and achieve targets.

Our vision is based on diversity of tools and unity of purpose. We use every available technology to optimize every component in every solution we develop. We take pride in both our prowess and flexibility. We integrate approaches to achieve goals and exceed expectations beyond what any single tool can promise.",,1211,Alexandria,"3 Moustafa Kamel St. - Roushdy, Alexandria, Alexandria  EG",IT Services and IT Consulting,11-50 employees,2011,"Outsourcing & Support Services, ERP Solutions, Data Analysis Solutions, Integration Services, Mobile and Web Development, Game Development, and Development Tools",2247814,2247814,https://www.linkedin.com/sales/company/2247814/,6,Accorpa,https://www.linkedin.com/company/2247814/,2023-05-05T13:13:50.206Z,https://www.linkedin.com/company/accorpa/,http://accorpa.com,accorpa.com,,"Alexandria, Alexandria",,
Arete Global,https://media.licdn.com/dms/image/C4E0BAQGQv6F_53g2pw/company-logo_200_200/0/1566379588421?e=1691625600&v=beta&t=c3D5TSFEjTDGAa-5ObfJ8G_wWkKgu6vcwIuXmAp77pE,,"In the highly competitive environment of today, access to low cost and flexible information technologies is fundamental for companies. The software in use must ensure competitive advantage, low cost operations, common language and a fully integrated and flexible framework as well as reducing costs and risks.

ARETE delivers experience and expertise for the realization of these promises. The company's main field of activity is to supply all the needed business, product, process, technology and integration services in order to support its customers in running their SAP and non-SAP systems with maximum efficiency and reaping rapid returns from their investments.",SAP Implementations,3726,Riyadh,"Salah Ad Din Street, Riyadh, SA",IT Services and IT Consulting,201-500 employees,2008,,658238,658238,https://www.linkedin.com/sales/company/658238/,81,Arete Global,https://www.linkedin.com/company/658238/,2023-05-05T13:14:14.492Z,https://www.linkedin.com/company/arete-global-b.v./,http://www.arete-global.net,arete-global.net,,"Riyadh, Riyadh",,
The Talent Tier,https://media.licdn.com/dms/image/C4E0BAQE8KWtAMFA0WA/company-logo_200_200/0/1519905092710?e=1691625600&v=beta&t=9wcvQ3F2jMf4OBOab5jq_qFPHg3V68YJWjFarSvOnsw,https://media.licdn.com/dms/image/C4E1BAQEQ_Nf4L3FEow/company-background_10000/0/1519798660724?e=1683900000&v=beta&t=t0J6yDfS5Vq__BW17jq5A1fX_xMa2NEp39oNh2rSdDc,"The Talent Tier (TTT) is a service management marketplace headquartered in Austin, Texas, specializing in web design and development, digital marketing, content creation, courseware development and IT solutions.

 TTT sources highly experienced, creative experts who can execute a project vision quickly and according to budget using the most current tools, contemporary practices, and design. The Talent Tier has a proven track record building solutions for Banking, Telco, and Government; leveraging its vast pool of talent, wide range of partnerships, and global delivery capability.",,386,,"100 Congress Avenue, Austin, 78701, Texas, United States,  Austin   US",IT Services and IT Consulting,11-50 employees,,"Consulting Services, IT Solutions, Course-ware Development, and Digital Marketing",18034135,18034135,https://www.linkedin.com/sales/company/18034135/,1,The Talent Tier,https://www.linkedin.com/company/18034135/,2023-05-05T13:14:36.810Z,https://www.linkedin.com/company/the-talent-tier/,http://www.thetalenttier.com,thetalenttier.com,,,,
Learn In Depth,https://media.licdn.com/dms/image/C4E0BAQGmxkAnw4Y94w/company-logo_200_200/0/1649171905726?e=1691625600&v=beta&t=nUni3Ix0_77j2aClH_Vbi3nBmpqYkA8C5RJXrssLFrU,https://media.licdn.com/dms/image/C4E1BAQHtooH16PRI8g/company-background_10000/0/1649244912079?e=1683900000&v=beta&t=KHzP6pS2UHoEY_O94FGXjSAmCBOIKfQWoCo-Eu4xMOE,"Our goal is to be professional in Embedded System Field
(#Learn_In_Depth )

Our Page 
https://web.facebook.com/EmbeddedSystemMaterials",Be Professional In Embedded System,1173,cairo,"cairo, cairo  EG",Education,2-10 employees,,,84785093,84785093,https://www.linkedin.com/sales/company/84785093/,26,Learn In Depth,https://www.linkedin.com/company/84785093/,2023-05-05T13:15:03.867Z,https://www.linkedin.com/company/learn-in-depth/,https://www.learn-in-depth.com/,https://learn-in-depth.com,+201022038680,"cairo, cairo",,
Deutsches Forschungszentrum für Künstliche Intelligenz (DFKI),https://media.licdn.com/dms/image/C4D0BAQFKb9UnT_cnbw/company-logo_200_200/0/1625141801951?e=1691625600&v=beta&t=yi9BvRsuf1MMk4e8GC3f-n_gNXAOOiYGM9yuTX64p3o,https://media.licdn.com/dms/image/C4D1BAQHFPI5vBRQ4JA/company-background_10000/0/1612868293299?e=1683900000&v=beta&t=HZptH_B1DYsZqkQ-83pjLOoovOGgPBcO8htZx24DDOU,"The German Research Center for Artificial Intelligence, with sites in Kaiserslautern, Saarbrücken, Bremen, Osnabrück, Oldenburg and a project office in Berlin, is the leading German research institute in the field of innovative software technology. In the international scientific community, DFKI ranks among the most recognized ""Centers of Excellence""​ and currently is the biggest research center worldwide in the area of Artificial Intelligence and its application.

The DFKI management consists of Prof. Dr. Antonio Krüger (Technical and Scientific Managing Director, CEO) and Helmut Ditzer (CFO).",Human Centric AI  – KI für den Menschen! ,21374,Kaiserslautern,"Trippstadter Straße 122, Kaiserslautern, 67663, DE",Research Services,"1,001-5,000 employees",1988,,626065,626065,https://www.linkedin.com/sales/company/626065/,969,Deutsches Forschungszentrum für Künstliche Intelligenz (DFKI),https://www.linkedin.com/company/626065/,2023-05-05T13:15:30.686Z,https://www.linkedin.com/company/dfki/,https://www.dfki.de,https://dfki.de,,"Kaiserslautern, Rheinland-Pfalz",,
SMS plc,https://media.licdn.com/dms/image/C560BAQER4KrJL2Z-iQ/company-logo_200_200/0/1657095118499?e=1691625600&v=beta&t=8GU0OdyeSW3HOBuzP1clnljlEuwOfRwjGbILIrzAem8,https://media.licdn.com/dms/image/D4D1BAQEpF92num0nTw/company-background_10000/0/1665588773072?e=1683900000&v=beta&t=9fUwmfmwm6rBA7RkS-jKbm5IzUGbK4LSwHbzIE8GoXo,"Through our range of innovative energy solutions, we are delivering the future of smart energy – working closely with private and public sector partners to decarbonise the UK economy by 2050.

We are a fully integrated energy infrastructure company which owns, installs, and manages carbon reduction (CaRe) assets, including smart meters, battery energy storage systems (BESS), and EV chargepoints. Using our technology and data expertise, asset funding capability, and deep engineering skills, we provide total energy solutions for our customers.

Our goal is to change how businesses and consumers use energy in order to achieve a more sustainable and more affordable energy system that works better for everyone.
",Leading the Smart Energy Revolution ,12139,Glasgow,"Level 2, Glasgow, G2 5TS, GB",Utilities,"1,001-5,000 employees",1995,"Smart Meters, Smart Metering, Advanced Metering, AMR, Energy Management , Energy Efficiency , Engineering, Carbon Reduction, Battery Storage, Energy Storage, Renewable Generation, Solar PV, Electric Vehicle Charging, Social Housing, Energy Data Management , Utility Connections, Utility Infrastructure, Asset Management, Asset Finance, and Net Zero Carbon",2830788,2830788,https://www.linkedin.com/sales/company/2830788/,785,SMS plc,https://www.linkedin.com/company/2830788/,2023-05-05T13:16:25.690Z,https://www.linkedin.com/company/sms-plc/,http://www.sms-plc.com,sms-plc.com,,"Glasgow, Lanarkshire",,
EGID,https://media.licdn.com/dms/image/C4E0BAQHL6Y4LiVpKLg/company-logo_200_200/0/1567520717780?e=1691625600&v=beta&t=-ejCnVFzx9fhqp__dqFD-t69f0b7cbcCfFp4Ei_4nFA,https://media.licdn.com/dms/image/C4E1BAQFmjqEwiGmXbw/company-background_10000/0/1567585276740?e=1683900000&v=beta&t=53QM0rtT4XuzvIV1pPe33ghPp6Mmu3uyZTzfSMUAS9w,"A joint venture between the Egyptian Exchange - EGX and NASDAQ OMX, EGID has been able to unite its local expertise with international expertise resulting in the provision of distinguished services.
EGID provides its customers with all trading data of the trading session (value and volume) and market annoucements. It also offers any required fundemental and background data of any listed company on EGX.
EGID also acts as software developer including a multi – task full range trading systems  back office and front office; in addition to a number of systems that complement any trading engine of an exchange such as listing, disclosure, surveillance …
EGID also operates as an Application Service Provider (ASP) through hosting brokerage firms’ servers.
EGID’s services are provided to  brokerage companies, data vendors, stock exchnages, information technology developers and private entities who are keen to be more exposed to the Egyptian financial market.",Stimulating Investment Growth in Egypt and the Region,4228,Cairo,"Block 72 off 90 Axis, El Tagmoaa El Khames - New Cairo, Cairo,  11835, EG",Financial Services,11-50 employees,1998,"Software development for financial market, Market data dissemination, Hosting Solutions, and Training and consultancy",800289,800289,https://www.linkedin.com/sales/company/800289/,79,EGID,https://www.linkedin.com/company/800289/,2023-05-05T13:16:41.180Z,https://www.linkedin.com/company/egid/,http://www.egidegypt.com/,egidegypt.com,,,,
The Chefz | ذا شفز,https://media.licdn.com/dms/image/C4D0BAQHrq8AJbhha4g/company-logo_200_200/0/1675080100512?e=1691625600&v=beta&t=9JdA-BRt7x2mOmboN1ieHnYosX92nySMd8KhLTlQA5g,https://media.licdn.com/dms/image/D4D1BAQH9eawyai06-w/company-background_10000/0/1683289515716?e=1683900000&v=beta&t=k1BG8vLvW1XqjZyB1oyrDZcOd6LAWTxJOaoMFBv28GY,"TheChefz company provides a platform that target and connect elite and high quality food providers with high end customers. We provide to our elite customers a very high end services in delivering Food, Sweets, Cakes  in the best quality and taste.",,12935,Riyadh ,"Malga  , Riyadh , Riyadh , Riyadh  11471, SA","Technology, Information and Internet",201-500 employees,2017,,18801053,18801053,https://www.linkedin.com/sales/company/18801053/,224,The Chefz | ذا شفز,https://www.linkedin.com/company/18801053/,2023-05-05T13:16:55.460Z,https://www.linkedin.com/company/thechefz/,https://thechefzco.app.link/Hello,https://thechefzco.app.link/Hello,,"Riyadh , Riyadh",,
TEA Computers,https://media.licdn.com/dms/image/C4D0BAQE5ooeLVWcreg/company-logo_200_200/0/1662399292802?e=1691625600&v=beta&t=rxZKU9xufrTVT0aG365iVjBlSM4BB3dvap1ATlClrXs,https://media.licdn.com/dms/image/C4D1BAQG0zDYn0oyZgg/company-background_10000/0/1619346894114?e=1683900000&v=beta&t=6zGnA40GIwhr949UMn2MbmTueOn0FZtymNUjk59DEc0,"TEA Computers 
System Integration & Professional Services 
Information Technology Systems Integration is the process of linking together different computing systems (hardware, networks,software ) to solve business problems.

With staff with years of hands on experience and vision to the future, TEA Computers will work with you hand in hand for the selection of the best fit technology infrastructure solution – not only for today but also for tomorrow.

We believe system integration is about reducing running costs by harmonizing the operation of all system components and value-adding to the system capabilities that are possible because of interactions between subsystems.

We keep our eyes focused on your key concerns whether they are budget, performance requirements, expandability or integration with legacy systems as we help you to understand, manage and implement complex information systems.

TEA Computers provides you with turnkey solutions running from strategic planning, complex environment, and multi-vendor solutions design to final implementation with overall project management capabilities",,3713,Cairo,"7, El Horreya St., Heliopolis, 11361, Cairo, Cairo 2439, EG | Pyramids Smart Village, B-17, 6th of October, 6th of October 11361, EG",IT Services and IT Consulting,51-200 employees,1974,"Software, Hardware, System Integration, Security, and Total Solutions",789522,789522,https://www.linkedin.com/sales/company/789522/,125,TEA Computers,https://www.linkedin.com/company/789522/,2023-05-05T13:17:10.181Z,https://www.linkedin.com/company/tea-computers/,http://www.teacomputers.com,teacomputers.com,,"Cairo, Cairo",,
EVA Global,https://media.licdn.com/dms/image/C4E0BAQGVCgL_inR3hw/company-logo_200_200/0/1656963821028?e=1691625600&v=beta&t=iUq7JpURSEnucsTGBQnNkJwsg_UgVKpBIRNrq4Wb5ds,https://media.licdn.com/dms/image/D4D1BAQFAsvLcbjXlww/company-background_10000/0/1682321335564?e=1683900000&v=beta&t=ixvTR1Em-PY-9GpUzm-qBbPKCErAiHdfVV5JmgvwMOc,"We help our customers manage their electric vehicle charger infrastructure and provide a superior customer experience to EV drivers. Our services create new value and opportunities in eMobility business.

Our end-to-end infrastructure management, monitoring, service desk and support services promises to protect the need of the consumer and ensure optimum uptime of the infrastructure they rely on.

Since 2017, EVA has been playing a key role in shaping the future of eMobility. We already support the transformation in over 30 countries across the globe – and create confidence in a new technology among drivers. And the journey continues.

For more information visit us at www.evaglobal.com","The leading managed services provider, exclusive to eMobility.",11597,Tampere,"Aleksanterinkatu 32, Tampere, 33100, FI",IT Services and IT Consulting,201-500 employees,2017,"Customer service, Contact centre, BPO, Business intelligence, Electric cars, Automotive, Infrastructure Management, Webcare, Monitoring, eMobility, Helpdesk, and Technical support",27232085,27232085,https://www.linkedin.com/sales/company/27232085/,223,EVA Global,https://www.linkedin.com/company/27232085/,2023-05-05T13:17:24.376Z,https://www.linkedin.com/company/evaglobal/,https://www.evaglobal.com,https://evaglobal.com,+358 753 250 978,"Tampere, Pirkanmaa",,
magdsoft,https://media.licdn.com/dms/image/C4D0BAQE0X5PLuZUz1w/company-logo_200_200/0/1560973536311?e=1691625600&v=beta&t=QL1CVNCylVnCnOtvS0Mzw6f8U-SH-hc3m1lgjpIiFRg,https://media.licdn.com/dms/image/C4E1BAQHYutNBtcqtHg/company-background_10000/0/1519801041230?e=1683900000&v=beta&t=kkQh83HM1Lxr2lGgUqPdVhltkf_mz-hAXrmdpUXpP0I,"Magdsoft is an Egyptian company was founded in 2006 as one of the mobile Apps / websites Designs Companies in Egypt. In 2008, Magdsoft started its steps toward the global market offers a best quality in Design and Software development to a large variety of clients in the Arab countries and gulf countries. Now Magdsoft is serving thousands of clients in the world and supporting them with the best ways to use the existing technologies such as and tools to achieve their goals.",Create your success,3162,Nasr City,"20 Block 23 DR Mahmoud Abuezid ST., Nasr City, Cairo 11232, EG | 10 El-Riya Bldgs., in front of Minya Sports stadium, Minya, Minya 61519, EG",IT Services and IT Consulting,11-50 employees,2006,"Web Design / Development, Mobile APPs Development, Software Development, and Animation Video Design",2488591,2488591,https://www.linkedin.com/sales/company/2488591/,31,magdsoft,https://www.linkedin.com/company/2488591/,2023-05-05T13:17:39.040Z,https://www.linkedin.com/company/magdsoft/,http://www.magdsoft.com/?lang=en,magdsoft.com/?lang=en,,"Nasr City, Cairo",,
University of North Carolina at Charlotte,https://media.licdn.com/dms/image/C560BAQF5Yh_KzIvGMQ/company-logo_200_200/0/1651516913121?e=1691625600&v=beta&t=7oY9fNPfWaZaLRoOJIqmqGhl42lABxDee6nR8I2z7B4,https://media.licdn.com/dms/image/C4D1BAQGJzN3fNjrlvQ/company-background_10000/0/1532721620760?e=1683900000&v=beta&t=lPb2OHrvnwk-OO6Z8j56Z5pehr-AjvU6safxf-sJv9g,"With a thriving city at our backs, we are creating the next generation of leaders that are driven to fearlessly shape their lives, industries, and communities. ",Fearlessly Shaping What's Next,190209,Charlotte,"9201 University City Blvd, Charlotte, NC 28223-0001, US",Higher Education,"1,001-5,000 employees",1946,"Belk College of Business, College of Arts + Architecture, College of Education, College of Health and Human Services, College of Liberal Arts & Sciences, College of Computing and Informatics, William States Lee College of Engineering, and The Graduate School",166586,166586,https://www.linkedin.com/sales/company/166586/,7640,University of North Carolina at Charlotte,https://www.linkedin.com/company/166586/,2023-05-05T13:17:53.138Z,https://www.linkedin.com/school/unc-charlotte/,http://charlotte.edu,charlotte.edu,+1 (704) 687-8622,"Charlotte, NC",,
Eazy Mobility,https://media.licdn.com/dms/image/C560BAQGMy4uBPK-7Nw/company-logo_200_200/0/1569629151793?e=1691625600&v=beta&t=aFGDdpl4leuVVGfKj-yDxKHkAs4Qs0idvl8_U2MmiZ0,https://media.licdn.com/dms/image/C561BAQEmO_V84WxcCg/company-background_10000/0/1570295406448?e=1683900000&v=beta&t=ZAAXGgcg6VtgseOY1qNu2-tCeLaGp4W-Ieo-zInRDhc,"Eazy Mobility is the premiere mobility solutions provider in the Middle East. We power public transportation operators and municipalities while enhancing the experience of passengers.

Based in Cairo Egypt, our solutions range from automatic fare collection to digital signage and passenger information systems. Our hardware and software are inside buses, bus stations, network operation centers, planning offices and in the hands of passengers.",,460,Cairo,"20 B Street 301, New Maadi, Cairo, Cairo  EG",Information Technology & Services,11-50 employees,,"Mobility, Payments, and Big Data",28831928,28831928,https://www.linkedin.com/sales/company/28831928/,15,Eazy Mobility,https://www.linkedin.com/company/28831928/,2023-05-05T13:18:07.826Z,https://www.linkedin.com/company/eazy-mobility/,http://eazymobility.com,eazymobility.com,,"Cairo, Cairo",,
Trounceflow,https://media.licdn.com/dms/image/C4E0BAQHpwPBOly60xw/company-logo_200_200/0/1658652426423?e=1691625600&v=beta&t=A2I5VGV7ENou2TY555suFyTbx45s20TQ7VXEhglMV4I,https://media.licdn.com/dms/image/D4E1BAQEj-j5xI9i2SA/company-background_10000/0/1682661907459?e=1683900000&v=beta&t=GI8fXkddYzXzCmkAEYSiquaox99DFy0Zh1CZY9Kr42U,"Trounceflow is an alternative data vendor specialising in flows and positions data for Emerging Markets Macro (EMM) investment professionals. Our clients get two datasets. The first, Fund Flows and Fund Allocations, reveals detailed activity of key segments of the EMM investor base. The second, EMD Flows and Positions, gives a complete insight into the behaviour of the players in the multi-trillion-dollar emerging market debt universe.",Flows & Positioning for Emerging Markets Macro,569,London,"Level 1, Devonshire House, One Mayfair Place, London, W1J 8AJ, GB",Financial Services,2-10 employees,2016,,11774471,11774471,https://www.linkedin.com/sales/company/11774471/,2,Trounceflow,https://www.linkedin.com/company/11774471/,2023-05-05T13:18:22.792Z,https://www.linkedin.com/company/trounceflow/,https://www.trounceflow.com/,https://trounceflow.com,07887546080,"London, London",,
Unicom Group,https://media.licdn.com/dms/image/C560BAQHt3O7n2j024Q/company-logo_200_200/0/1577277784135?e=1691625600&v=beta&t=U0aJ__AZOcXPwgCTcQJ_MIrz6yDwD-kYSC_YBhfswYg,https://media.licdn.com/dms/image/C561BAQFCD5OQl7lmHQ/company-background_10000/0/1577277800934?e=1683900000&v=beta&t=cdWVzZMNGmOC00ibek1mCGgl8Dn3qR5fVpo20-Bx-5Q,"تعتبر يونيكوم من الشركات الرائدة في مجالات تقنية المعلومات، الحوسبة المتنقلة، حلول الاتصالات المتكاملة عن بعد وحلول إدارة سلسلة التوريد داخل آسيا والشرق الأوسط وإفريقيا حيث توفر مجموعة يونيكوم دائمًا ابتكارات عالية الجودة وخدمات متميزة لعملائها.
  خـدمـاتنـا: 
Unicom Distribution
تعتبر يونيكوم للتوزيع متعددة العلامات التجارية، القنوات، والفئات حيث تقدم حلول توريد منتجات تقنية المعلومات، الاتصالات، والمنتجات المتنقلة وتوزعها.
 
Unicom Industries
لدى العلامة التجارية UP مجموعة متنوعة من منتجات تقنية المعلومات والأجهزة الملحقة حيث تدمج أحدث الابتكارات التقنية في منتجاتها.
 
Unicom Investment
تقوم يونيكوم للاستثمار بالدخول في جميع قطاعات الأعمال بما يفيد العملاء ويدر عائد لها في المستقبل كما تهدف الشركة إلى الإرتقاء بالقطاعات التي تستثمر بها وتحسين أداء الشركات والحكومات بالاعتماد على الدراسات التي يقوم بها متخصصونا للسوق.",تعتبر يونيكوم من الشركات الرائدة في مجالات تقنية المعلومات، حلول الاتصالات المتكاملة عن بعد وحلول إدارة سلسلة التوريد ,6976,,,Telecommunications,"5,001-10,000 employees",2004,,2505148,2505148,https://www.linkedin.com/sales/company/2505148/,111,Unicom Group,https://www.linkedin.com/company/2505148/,2023-05-05T13:18:38.435Z,https://www.linkedin.com/company/unicomgroup/,http://www.unicomg.com,unicomg.com,,,,
Valoro,https://media.licdn.com/dms/image/C4D0BAQFCU5dMa3nXpg/company-logo_200_200/0/1568558543028?e=1691625600&v=beta&t=nILR-eO7S-E2rbGl21V5Got82wNXba7EQh0Ge-CCsQM,,"Valoro, an online blockchain platform that allow business users with absolutely NO coding skills to  create   their   own   blockchain   applications","The WordPress of Blockchain
",878,Cairo,"Cairo, Cairo  EG",Information Technology & Services,11-50 employees,2019,"blockchain, BAAS, Softeware, AI, ERP, and Hyperledger",26257044,26257044,https://www.linkedin.com/sales/company/26257044/,9,Valoro,https://www.linkedin.com/company/26257044/,2023-05-05T13:25:38.674Z,https://www.linkedin.com/company/valoro-xyz/,http://Valoro.xyz,Valoro.xyz,,"Cairo, Cairo",,
